District Name,School Name,Organization Type,Organization Code,Address,Town,Zipcode,Phone,PreKindergarten,Kindergarten,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Student Open Date,Interdistrict Magnet,Location
Danbury School District,Hayestown Avenue School,Public Schools,0340211,42 Tamarack Ave.,Danbury,06811,203-797-4771,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1984-07-01T00:00:00.000,0,"42 Tamarack Ave.
Danbury, CT 06811
(41.413958677, -73.450900311)"
Norwich School District,Veterans' Memorial School,Public Schools,1041811,80 Crouch Ave.,Norwich,06360-7329,860-823-4209,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1984-07-01T00:00:00.000,0,"80 Crouch Ave.
Norwich, CT 06360-7329
(41.503696983, -72.072212962)"
Hartford School District,Hartford PreKindergarten Magnet School: South Campus,Public Schools,0641610,195 Putnam Street,Hartford,06106,860-695-5820,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-01T00:00:00.000,1,"195 Putnam Street
Hartford, CT 06106
(41.760755997, -72.691216009)"
Hartford School District,Capital Preparatory Magnet School,Public Schools,0646911,1304 Main Street,Hartford,06103,860-695-9800,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2005-07-01T00:00:00.000,1,"1304 Main Street
Hartford, CT 06103
(41.772591999, -72.674837016)"
Derby School District,Derby School District,Public School Districts,0370011,35 Fifth Street,Derby,06418,203-736-5027,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1996-07-01T00:00:00.000,0,"35 Fifth Street
Derby, CT 06418
(41.323301998, -73.090297027)"
Bridgeport School District,Columbus School,Public Schools,0150511,300 University Avenue,Bridgeport,06604-3320,203-275-2100,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1984-07-01T00:00:00.000,0,"300 University Avenue
Bridgeport, CT 06604-3320
(41.165668189, -73.190408526)"
Canton School District,Cherry Brook Primary School,Public Schools,0230211,4 Barbourtown Rd.,Canton,06019-1702,860-693-7721,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1984-07-01T00:00:00.000,0,"4 Barbourtown Rd.
Canton, CT 06019-1702
(41.85983399, -72.915190017)"
Norwalk School District,Rowayton School,Public Schools,1031311,1 Roton Avenue,Norwalk,06853,203-899-2940,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1984-07-01T00:00:00.000,0,"1 Roton Avenue
Norwalk, CT 06853
(41.066685003, -73.43830099)"
Killingly School District,Killingly Central School,Public Schools,0690111,60 Soap St.,Dayville,06241-0365,860-779-6750,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1999-07-01T00:00:00.000,0,"60 Soap St.
Dayville, CT 06241-0365
(41.849077997, -71.883737991)"
Danbury School District,King Street Intermediate School,Public Schools,0341711,151 South King St.,Danbury,06811-3540,203-797-4761,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1984-07-01T00:00:00.000,0,"151 South King St.
Danbury, CT 06811-3540
(41.424439005, -73.500876005)"
Colebrook School District,Colebrook School District,Public School Districts,0290011,452 Smith Hill Road,Colebrook,06021,860-379-2179,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1996-07-01T00:00:00.000,0,"452 Smith Hill Road
Colebrook, CT 06021
(41.987965001, -73.092297033)"
Seymour School District,Seymour Middle School,Public Schools,1245111,211 Mountain Rd.,Seymour,06483-3110,203-888-4513,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1984-07-01T00:00:00.000,0,"211 Mountain Rd.
Seymour, CT 06483-3110
(41.376274997, -73.109253036)"
Stamford School District,Stamford School District,Public School Districts,1350011,"888 Washington Blvd., Box 9310",Stamford,06901,203-977-4543,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1996-07-01T00:00:00.000,0,"888 Washington Blvd., Box 9310
Stamford, CT 06901
(41.051421012, -73.542866993)"
Stafford School District,Stafford School District,Public School Districts,1340011,16 Levinthal Run,Stafford Springs,06076,860-684-2208,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1996-07-01T00:00:00.000,0,"16 Levinthal Run
Stafford Springs, CT 06076
(41.968524465, -72.305592347)"
Bethany School District,Bethany School District,Public School Districts,0080011,44 Peck Road,Bethany,06524,203-393-1170,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1996-07-01T00:00:00.000,0,"44 Peck Road
Bethany, CT 06524
(41.424355019, -73.000168015)"
Windham School District,Windham School District,Public School Districts,1630011,355 High Street - Unit B,Willimantic,06226,860-465-2310,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1996-07-01T00:00:00.000,0,"355 High Street - Unit B
Willimantic, CT 06226
(41.722827005, -72.213113006)"
Ashford School District,Ashford School,Public Schools,0030111,440 Westford Rd.,Ashford,06278-1113,860-429-6419,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1998-07-01T00:00:00.000,0,"440 Westford Rd.
Ashford, CT 06278-1113
(41.892517, -72.169207005)"
Bethel School District,John Winthrop School,Public Schools,0153611,85 Eckart St.,Bridgeport,06606-1199,203-576-7769,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1984-07-01T00:00:00.000,0,"85 Eckart St.
Bridgeport, CT 06606-1199
(41.221028991, -73.231997962)"
Regional School District 04,Valley Regional High School,Regional Schools,2046112,256 Kelsey Hill Rd.,Deep River,06417-1699,860-526-5328,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2002-07-01T00:00:00.000,0,"256 Kelsey Hill Rd.
Deep River, CT 06417-1699
(41.371204993, -72.447661037)"
New Haven School District,Hill Regional Career High School,Public Schools,0936311,140 Legion Ave.,New Haven,06519,475-220-5000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1984-07-01T00:00:00.000,1,"140 Legion Ave.
New Haven, CT 06519
(41.305698995, -72.940164987)"
Glastonbury School District,Hopewell School,Public Schools,0540611,1068 Chestnut Hill Rd.,South Glastonbury,06073,860-652-7897,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1984-07-01T00:00:00.000,0,"1068 Chestnut Hill Rd.
South Glastonbury, CT 06073
(41.679407992, -72.553187019)"
Chaplin School District,Chaplin Elementary School,Public Schools,0240211,240 Palmer Rd.,Chaplin,06235,860-455-9593,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1992-07-01T00:00:00.000,0,"240 Palmer Rd.
Chaplin, CT 06235
(41.789603993, -72.147716979)"
Bridgeport School District,"Aerospace/Hydrospace, Engineering and Physical Sciences Magnet High School",Public Schools,0150811,840 Old Town Road,Bridgeport,06606,203-275-3343,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2013-08-29T00:00:00.000,1,"840 Old Town Road
Bridgeport, CT 06606
(41.225004988, -73.184987974)"
Waterbury School District,Crosby High School,Public Schools,1516211,300 Pierpont Rd.,Waterbury,06705-3905,203-574-8061,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1984-07-01T00:00:00.000,0,"300 Pierpont Rd.
Waterbury, CT 06705-3905
(41.54555298, -72.973423038)"
Hartford School District,"Breakthrough Magnet School, North",Public Schools,0643511,25 Ridgefield Street,Hartford,06112,860-695-6380,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2008-08-25T00:00:00.000,1,"25 Ridgefield Street
Hartford, CT 06112
(41.785668019, -72.696705988)"
East Lyme School District,East Lyme High School,Public Schools,0456111,30 Chesterfield Rd.,East Lyme,06333-1244,860-739-6946,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1984-07-01T00:00:00.000,0,"30 Chesterfield Rd.
East Lyme, CT 06333-1244
(41.36835178, -72.210532389)"
Ellington School District,Windermere School,Public Schools,0480611,2 Abbott Rd.,Ellington,06029-3800,860-896-2329,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1984-07-01T00:00:00.000,0,"2 Abbott Rd.
Ellington, CT 06029-3800
(41.871816005, -72.500262005)"
Manchester School District,Verplanck School,Public Schools,0771211,126 Olcott Street,Manchester,06040,860-647-3383,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1984-07-01T00:00:00.000,0,"126 Olcott Street
Manchester, CT 06040
(41.772716009, -72.553969972)"
New Britain School District,Lincoln Elementary School,Public Schools,0890811,145 Steele St.,New Britain,06052-1555,860-229-2564,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1984-07-01T00:00:00.000,0,"145 Steele St.
New Britain, CT 06052-1555
(41.659422015, -72.805291029)"
East Hampton School District,East Hampton High School,Public Schools,0426111,15 North Maple St.,East Hampton,06424-1064,860-365-4030,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1984-07-01T00:00:00.000,0,"15 North Maple St.
East Hampton, CT 06424-1064
(41.582605979, -72.51356199)"
Oxford School District,Great Oak Elementary School,Public Schools,1080111,50 Great Oak Road,Oxford,06478,203-888-6492,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1984-07-01T00:00:00.000,0,"50 Great Oak Road
Oxford, CT 06478
(41.422478017, -73.142100961)"
Watertown School District,Swift Middle School,Public Schools,1535111,250 Colonial St.,Oakville,06779-2008,860-945-4830,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1984-07-01T00:00:00.000,0,"250 Colonial St.
Oakville, CT 06779-2008
(41.586191003, -73.091708037)"
Department of Mental Health and Addiction Services,Connecticut Mental Health Center,State Agency Facilities,3370415,34 Park St.,New Haven,06790,860-262-7175,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2007-07-01T00:00:00.000,0,"34 Park St.
New Haven, CT 06790
(41.305506002, -72.93681801)"
Regional School District 15,Rochambeau Middle School,Regional Schools,2155112,100 Peter Rd.,Southbury,06488,203-264-2711,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2002-07-01T00:00:00.000,0,"100 Peter Rd.
Southbury, CT 06488
(41.467283983, -73.224193991)"
Milford School District,East Shore Middle School,Public Schools,0845111,240 Chapel St.,Milford,06460-7920,203-783-3559,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1997-07-01T00:00:00.000,0,"240 Chapel St.
Milford, CT 06460-7920
(41.227472998, -73.001929975)"
Department of Aging and Disability Services,Department of Aging and Disability Services,State Agencies,3510015,55 Farmington Avenue,Hartford,06105,860-424-4818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-07-01T00:00:00.000,,"55 Farmington Avenue
Hartford, CT 06105
(41.767762011, -72.687669039)"
Southington School District,R. E. Thalberg Elementary School,Public Schools,1310911,145 Dunham Rd.,Southington,06489-1258,860-628-3370,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1984-07-01T00:00:00.000,0,"145 Dunham Rd.
Southington, CT 06489-1258
(41.643781006, -72.865714996)"
Fairfield School District,Tomlinson Middle School,Public Schools,0515111,200 Unquowa Rd.,Fairfield,06824,203-255-8336,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1984-07-01T00:00:00.000,0,"200 Unquowa Rd.
Fairfield, CT 06824
(41.144123981, -73.257616997)"
Hartford School District,Hartford Magnet Trinity College Academy,Public Schools,0645411,53 Vernon Street,Hartford,06103,860-695-7201,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1999-07-01T00:00:00.000,1,"53 Vernon Street
Hartford, CT 06103
(41.750666994, -72.685568031)"
Waterbury School District,Sprague School,Public Schools,1512011,1443 Thomaston Ave.,Waterbury,06704-1716,203-574-8189,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1984-07-01T00:00:00.000,0,"1443 Thomaston Ave.
Waterbury, CT 06704-1716
(41.586207012, -73.050709969)"
Suffield School District,Suffield Middle School,Public Schools,1395111,350 Mountain Rd.,Suffield,06078-2078,860-668-3820,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1984-07-01T00:00:00.000,0,"350 Mountain Rd.
Suffield, CT 06078-2078
(41.985172989, -72.661656976)"
Plymouth School District,Plymouth Center School,Public Schools,1110211,107 North Street,Plymouth,06782-2100,860-283-6321,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1984-07-01T00:00:00.000,0,"107 North Street
Plymouth, CT 06782-2100
(41.679647002, -73.053851003)"
Hamden School District,West Woods School,Public Schools,0621411,350 West Todd St.,Hamden,06518-1129,203-407-2050,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1984-07-01T00:00:00.000,0,"350 West Todd St.
Hamden, CT 06518-1129
(41.431663996, -72.926259997)"
New Haven School District,Benjamin Jepson Magnet School,Public Schools,0931811,15 Lexington Ave.,New Haven,06513,475-220-2900,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1990-07-01T00:00:00.000,1,"15 Lexington Ave.
New Haven, CT 06513
(41.298758989, -72.887475003)"
New Haven School District,Barnard Environmental Magnet School,Public Schools,0930211,170 Derby Ave.,New Haven,06511,475-220-3500,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1984-07-01T00:00:00.000,1,"170 Derby Ave.
New Haven, CT 06511
(41.309576003, -72.952743039)"
Bridgeport School District,High Horizons Magnet School,Public Schools,0154511,700 Palisade Ave.,Bridgeport,06610-3457,203-576-7807,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1997-07-01T00:00:00.000,0,"700 Palisade Ave.
Bridgeport, CT 06610-3457
(41.204035017, -73.162176038)"
Regional School District 08,RHAM Middle School,Regional Schools,2085112,25 Rham Rd.,Hebron,06248-1500,860-228-9423,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2002-07-01T00:00:00.000,0,"25 Rham Rd.
Hebron, CT 06248-1500
(41.662672756, -72.367378636)"
Rocky Hill School District,Rocky Hill School District,Public School Districts,1190011,761 Old Main St,Rocky Hill,06067,860-258-7701,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1996-07-01T00:00:00.000,0,"761 Old Main St
Rocky Hill, CT 06067
(41.667456991, -72.638183037)"
East Hartford School District,Robert J. O'Brien School,Public Schools,0431811,56 Farm Dr.,East Hartford,06108-1211,860-622-5760,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1984-07-01T00:00:00.000,0,"56 Farm Dr.
East Hartford, CT 06108-1211
(41.794061992, -72.609976005)"
Achievement First Hartford Academy District,Achievement First Hartford Academy,Public Charter Schools,2880113,305 Greenfield Street,Hartford,06112,860-695-6685,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2008-08-26T00:00:00.000,0,"305 Greenfield Street
Hartford, CT 06112
(41.78396402, -72.697217033)"
Stamford School District,Dolan School,Public Schools,1355311,51 Toms Rd.,Stamford,06906,203-977-4441,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1984-07-01T00:00:00.000,0,"51 Toms Rd.
Stamford, CT 06906
(41.078889012, -73.524391015)"
Glastonbury School District,Glastonbury School District,Public School Districts,0540011,628 Hebron Avenue,Glastonbury,06033,860-652-7951,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1996-07-01T00:00:00.000,0,"628 Hebron Avenue
Glastonbury, CT 06033
(41.713711015, -72.589089979)"
Capitol Region Education Council,Greater Hartford Academy of the Arts High School - Full Day,Regional Education Service Center Schools,2416414,160 Huyshope Ave,Hartford,06106,860-757-6300,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2007-08-05T00:00:00.000,1,"160 Huyshope Ave
Hartford, CT 06106
(41.755620992, -72.662963966)"
Eastern Connecticut Regional Educational Service Center (EASTCONN),Quinebaug Middle College,Regional Education Service Center Schools,2536114,742 Upper Maple St.,Danielson,06239,860-932-4100,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2008-09-02T00:00:00.000,1,"742 Upper Maple St.
Danielson, CT 06239
(41.825225992, -71.889946969)"
Cromwell School District,Cromwell School District,Public School Districts,0330011,9 Captain James Mann Memorial Drive,Cromwell,06416,860-632-4830,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1996-07-01T00:00:00.000,0,"9 Captain James Mann Memorial Drive
Cromwell, CT 06416
(41.627406619, -72.656615592)"
Granby School District,Granby Memorial High School,Public Schools,0566111,54 North Granby Road,Granby,06035-1804,860-844-3014,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1984-07-01T00:00:00.000,0,"54 North Granby Road
Granby, CT 06035-1804
(41.958848638, -72.795400172)"
Windham School District,Windham Center School,Public Schools,1630511,45 North Rd.,Windham,06280-0138,860-465-2440,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1984-07-01T00:00:00.000,0,"45 North Rd.
Windham, CT 06280-0138
(41.702124, -72.160704298)"
North Stonington School District,North Stonington School District,Public School Districts,1020011,298 Norwich/Westerly Road,North Stonington,06359,860-535-2800,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1996-07-01T00:00:00.000,0,"298 Norwich/Westerly Road
North Stonington, CT 06359
(41.439626008, -71.884724038)"
Simsbury School District,Henry James Memorial School,Public Schools,1285111,155 Firetown Rd.,Simsbury,06070-1962,860-651-3341,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1984-07-01T00:00:00.000,0,"155 Firetown Rd.
Simsbury, CT 06070-1962
(41.883343152, -72.813447071)"
Meriden School District,Israel Putnam School,Public Schools,0800411,133 Parker Ave.,Meriden,06450-5925,203-237-8493,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1984-07-01T00:00:00.000,0,"133 Parker Ave.
Meriden, CT 06450-5925
(41.529770988, -72.792509968)"
Greenwich School District,Western Middle School,Public Schools,0575311,1 Western Junior Hwy.,Greenwich,06830-6019,203-531-5700,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1984-07-01T00:00:00.000,0,"1 Western Junior Hwy.
Greenwich, CT 06830-6019
(41.01129198, -73.648893961)"
Manchester School District,Keeney School,Public Schools,0770611,65 North School St.,Manchester,06042,860-647-3354,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1984-07-01T00:00:00.000,0,"65 North School St.
Manchester, CT 06042
(41.796796001, -72.524498027)"
Suffield School District,Suffield High School,Public Schools,1396111,1060 Sheldon Street,West Suffield,06093,860-668-3810,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1984-07-01T00:00:00.000,0,"1060 Sheldon Street
West Suffield, CT 06093
(41.980928016, -72.692854001)"
Ledyard School District,Gales Ferry School,Public Schools,0720211,1858 Route 12,Gales Ferry,06335,860-464-7664,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1984-07-01T00:00:00.000,0,"1858 Route 12
Gales Ferry, CT 06335
(41.453053236, -72.070454918)"
Bloomfield School District,Carmen Arace Middle School,Public Schools,0115211,390 Park Avenue,Bloomfield,06002-3100,860-286-2622,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1984-07-01T00:00:00.000,0,"390 Park Avenue
Bloomfield, CT 06002-3100
(41.82454798, -72.717047023)"
Westport School District,Westport School District,Public School Districts,1580011,110 Myrtle Avenue,Westport,06880,203-341-1025,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1996-07-01T00:00:00.000,0,"110 Myrtle Avenue
Westport, CT 06880
(41.145094019, -73.359976967)"
West Hartford School District,Conard High School,Public Schools,1556111,110 Beechwood Rd.,West Hartford,06107,860-231-5000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1984-07-01T00:00:00.000,0,"110 Beechwood Rd.
West Hartford, CT 06107
(41.736441018, -72.75201297)"
Regional School District 19,Regional School District 19,Regional School Districts,2190012,1235 Storrs Road,Storrs,06268,860-487-1862,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2002-07-01T00:00:00.000,0,"1235 Storrs Road
Storrs, CT 06268
(41.801978993, -72.244884024)"
Danbury School District,Ellsworth Avenue School,Public Schools,0341411,53 Ellsworth Ave,Danbury,06810,203-797-4740,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1984-07-01T00:00:00.000,0,"53 Ellsworth Ave
Danbury, CT 06810
(41.403821256, -73.449800933)"
Thomaston School District,Black Rock School,Public Schools,1400111,57 Branch Rd.,Thomaston,06787-1916,860-283-3040,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1984-07-01T00:00:00.000,0,"57 Branch Rd.
Thomaston, CT 06787-1916
(41.656531012, -73.093943993)"
Fairfield School District,Burr Elementary School,Public Schools,0510211,1960 Burr St.,Fairfield,06824,203-255-7385,0,1,1,1,1,1,1,0,0,0,0,0,0,0,2005-07-01T00:00:00.000,0,"1960 Burr St.
Fairfield, CT 06824
(41.198140989, -73.287120961)"
Coventry School District,Coventry Academy,Public Schools,0320111,78 Ripley Hill Road,Coventry,06238,860-742-3532,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2014-08-27T00:00:00.000,,"78 Ripley Hill Road
Coventry, CT 06238
(41.782608381, -72.313979846)"
Connecticut Technical Education and Career System,Emmett O'Brien Technical High School,CT Technical Education and Career Schools,9002516,141 Prindle Ave.,Ansonia,06401-2561,203-732-1800,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2000-07-01T00:00:00.000,0,"141 Prindle Ave.
Ansonia, CT 06401-2561
(41.334285555, -73.064222801)"
Bethel School District,Bethel High School,Public Schools,0096111,300 Whittlesey Dr.,Bethel,06801-1517,203-794-8600,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1984-07-01T00:00:00.000,0,"300 Whittlesey Dr.
Bethel, CT 06801-1517
(41.380311009, -73.393209033)"
Bridgeport School District,Barnum School,Public Schools,0150111,495 Waterview Avenue,Bridgeport,06608,203-275-2300,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1984-07-01T00:00:00.000,0,"495 Waterview Avenue
Bridgeport, CT 06608
(41.182905495, -73.174004263)"
Stratford School District,Lordship School,Public Schools,1380811,254 Crown Street,Stratford,06615-7511,203-385-4170,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1984-07-01T00:00:00.000,0,"254 Crown Street
Stratford, CT 06615-7511
(41.154435985, -73.126340971)"
Lebanon School District,Lebanon School District,Public School Districts,0710011,891 Exeter Road,Lebanon,06249,860-642-7795,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1996-07-01T00:00:00.000,0,"891 Exeter Road
Lebanon, CT 06249
(41.62440301, -72.234488033)"
Trumbull School District,Trumbull School District,Public School Districts,1440011,6254 Main Street,Trumbull,06611,203-452-4301,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1996-07-01T00:00:00.000,0,"6254 Main Street
Trumbull, CT 06611
(41.269053985, -73.224856999)"
Derby School District,Derby Middle School,Public Schools,0375011,73 Chatfield Street,Derby,06418,203-736-1426,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2010-01-04T00:00:00.000,0,"73 Chatfield Street
Derby, CT 06418
(41.336576652, -73.097916167)"
