District name,Category,Student group,2021-2022 student count - year to date,2021-2022 attendance rate - year to date,2020-2021 student count,2020-2021 attendance rate,2019-2020 student count,2019-2020 attendance rate,Coordinates
Highville Charter School District,High Needs,Students Without High Needs,94,0.9009,120.0,0.9694,106.0,0.9501,"41.323449016, -72.926086994)"
Highville Charter School District,High Needs,Students With High Needs,307,0.8741,246.0,0.9339,265.0,0.9466,"41.323449016, -72.926086994)"
Achievement First Hartford Academy District,,All Students,1089,0.8827,1151.0,0.9051,1134.0,0.9589,"41.313263998, -72.904276025)"
Achievement First Hartford Academy District,Students With Disabilities,Students With Disabilities,103,0.8641,112.0,0.8997,114.0,0.9506,"41.313263998, -72.904276025)"
Achievement First Hartford Academy District,Free/Reduced Lunch,Free Meal Eligible,686,0.8712,816.0,0.8909,861.0,0.9552,"41.313263998, -72.904276025)"
Achievement First Hartford Academy District,Free/Reduced Lunch,Reduced Price Meal Eligible,62,0.9172,87.0,0.934,59.0,0.9771,"41.313263998, -72.904276025)"
Achievement First Hartford Academy District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,748,0.875,903.0,0.8951,920.0,0.9566,"41.313263998, -72.904276025)"
Achievement First Hartford Academy District,English Learners,English Learners,50,0.8781,69.0,0.8945,66.0,0.9538,"41.313263998, -72.904276025)"
Achievement First Hartford Academy District,Race/Ethnicity,Black or African American,795,0.8892,831.0,0.9136,821.0,0.9636,"41.313263998, -72.904276025)"
Achievement First Hartford Academy District,Race/Ethnicity,Hispanic/Latino of any race,267,0.8631,292.0,0.884,285.0,0.9461,"41.313263998, -72.904276025)"
Achievement First Hartford Academy District,High Needs,Students Without High Needs,303,0.8996,217.0,0.9394,190.0,0.9669,"41.313263998, -72.904276025)"
Achievement First Hartford Academy District,High Needs,Students With High Needs,782,0.8763,933.0,0.8971,944.0,0.9572,"41.313263998, -72.904276025)"
Elm City College Preparatory School District,,All Students,754,0.8675,757.0,0.9354,741.0,0.9562,"41.313799015, -72.903386034)"
Elm City College Preparatory School District,Students With Disabilities,Students With Disabilities,70,0.8307,69.0,0.8956,74.0,0.9294,"41.313799015, -72.903386034)"
Elm City College Preparatory School District,Free/Reduced Lunch,Free Meal Eligible,450,0.8562,496.0,0.9209,500.0,0.9505,"41.313799015, -72.903386034)"
Elm City College Preparatory School District,Free/Reduced Lunch,Reduced Price Meal Eligible,41,0.886,72.0,0.9676,44.0,0.97,"41.313799015, -72.903386034)"
Elm City College Preparatory School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,491,0.8588,568.0,0.9268,544.0,0.9521,"41.313799015, -72.903386034)"
Elm City College Preparatory School District,English Learners,English Learners,63,0.9115,45.0,0.9607,54.0,0.9717,"41.313799015, -72.903386034)"
Elm City College Preparatory School District,Race/Ethnicity,Black or African American,496,0.8592,501.0,0.9246,506.0,0.9529,"41.313799015, -72.903386034)"
Elm City College Preparatory School District,Race/Ethnicity,Hispanic/Latino of any race,230,0.8825,224.0,0.9594,203.0,0.9619,"41.313799015, -72.903386034)"
Elm City College Preparatory School District,High Needs,Students Without High Needs,226,0.8801,168.0,0.9624,173.0,0.967,"41.313799015, -72.903386034)"
Elm City College Preparatory School District,High Needs,Students With High Needs,528,0.8621,589.0,0.9278,568.0,0.9529,"41.313799015, -72.903386034)"
Brass City Charter School District,,All Students,318,0.9187,320.0,0.9184,289.0,0.9478,"41.565384982, -73.049022021)"
Brass City Charter School District,Students With Disabilities,Students With Disabilities,35,0.9142,33.0,0.8975,26.0,0.9546,"41.565384982, -73.049022021)"
Brass City Charter School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,165,0.9102,169.0,0.9033,178.0,0.9458,"41.565384982, -73.049022021)"
Brass City Charter School District,Race/Ethnicity,All other races,34,0.9362,30.0,0.9484,25.0,0.9493,"41.565384982, -73.049022021)"
Brass City Charter School District,Race/Ethnicity,Black or African American,100,0.9128,106.0,0.9009,102.0,0.9456,"41.565384982, -73.049022021)"
Brass City Charter School District,Race/Ethnicity,Hispanic/Latino of any race,161,0.9169,157.0,0.9229,136.0,0.9483,"41.565384982, -73.049022021)"
Brass City Charter School District,Race/Ethnicity,White,23,0.9322,27.0,0.9269,26.0,0.9526,"41.565384982, -73.049022021)"
Brass City Charter School District,High Needs,Students Without High Needs,132,0.9275,132.0,0.934,102.0,0.9486,"41.565384982, -73.049022021)"
Brass City Charter School District,High Needs,Students With High Needs,183,0.9127,188.0,0.9073,187.0,0.9473,"41.565384982, -73.049022021)"
Elm City Montessori School District,,All Students,201,0.942,173.0,0.9309,149.0,0.9605,"41.328593996, -72.959819042)"
Elm City Montessori School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,79,0.9196,71.0,0.889,72.0,0.9541,"41.328593996, -72.959819042)"
Elm City Montessori School District,Race/Ethnicity,All other races,23,0.9441,,,,,"41.328593996, -72.959819042)"
Elm City Montessori School District,Race/Ethnicity,Black or African American,60,0.9309,61.0,0.9088,52.0,0.9596,"41.328593996, -72.959819042)"
Elm City Montessori School District,Race/Ethnicity,Hispanic/Latino of any race,53,0.9429,,,,,"41.328593996, -72.959819042)"
Elm City Montessori School District,Race/Ethnicity,White,65,0.9508,54.0,0.9611,51.0,0.9661,"41.328593996, -72.959819042)"
Elm City Montessori School District,High Needs,Students Without High Needs,112,0.9566,94.0,0.9601,70.0,0.968,"41.328593996, -72.959819042)"
Elm City Montessori School District,High Needs,Students With High Needs,88,0.9228,79.0,0.8959,79.0,0.954,"41.328593996, -72.959819042)"
Great Oaks Charter School District,,All Students,577,0.9118,642.0,0.9653,508.0,0.9456,"41.167212017, -73.208564004)"
Great Oaks Charter School District,Students With Disabilities,Students With Disabilities,97,0.8816,114.0,0.9629,90.0,0.9416,"41.167212017, -73.208564004)"
Great Oaks Charter School District,Free/Reduced Lunch,Free Meal Eligible,290,0.8988,,,348.0,0.9407,"41.167212017, -73.208564004)"
Great Oaks Charter School District,Free/Reduced Lunch,Reduced Price Meal Eligible,47,0.9134,,,46.0,0.9468,"41.167212017, -73.208564004)"
Great Oaks Charter School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,337,0.9009,,,394.0,0.9414,"41.167212017, -73.208564004)"
Great Oaks Charter School District,English Learners,English Learners,71,0.9254,78.0,0.9683,66.0,0.9397,"41.167212017, -73.208564004)"
Great Oaks Charter School District,Race/Ethnicity,Black or African American,260,0.9128,306.0,0.9658,236.0,0.9478,"41.167212017, -73.208564004)"
Great Oaks Charter School District,Race/Ethnicity,Hispanic/Latino of any race,286,0.9115,297.0,0.9643,234.0,0.9454,"41.167212017, -73.208564004)"
Great Oaks Charter School District,High Needs,Students Without High Needs,178,0.9311,135.0,0.9697,82.0,0.9659,"41.167212017, -73.208564004)"
Great Oaks Charter School District,High Needs,Students With High Needs,398,0.9035,507.0,0.9641,426.0,0.9416,"41.167212017, -73.208564004)"
Booker T. Washington Academy District,,All Students,489,0.9146,476.0,0.8598,405.0,0.942,"41.312651993, -72.915174008)"
Booker T. Washington Academy District,Students With Disabilities,Students With Disabilities,34,0.9153,36.0,0.8323,30.0,0.9393,"41.312651993, -72.915174008)"
Booker T. Washington Academy District,Free/Reduced Lunch,Free Meal Eligible,284,0.9022,270.0,0.8345,221.0,0.9348,"41.312651993, -72.915174008)"
Booker T. Washington Academy District,Free/Reduced Lunch,Reduced Price Meal Eligible,105,0.9296,109.0,0.8772,99.0,0.9439,"41.312651993, -72.915174008)"
Booker T. Washington Academy District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,389,0.9096,379.0,0.8469,320.0,0.9376,"41.312651993, -72.915174008)"
Booker T. Washington Academy District,English Learners,English Learners,25,0.8631,22.0,0.8527,26.0,0.9336,"41.312651993, -72.915174008)"
Booker T. Washington Academy District,Race/Ethnicity,Black or African American,407,0.9213,400.0,0.8631,341.0,0.9432,"41.312651993, -72.915174008)"
Booker T. Washington Academy District,Race/Ethnicity,Hispanic/Latino of any race,69,0.8739,62.0,0.8466,53.0,0.934,"41.312651993, -72.915174008)"
Booker T. Washington Academy District,High Needs,Students Without High Needs,87,0.9421,87.0,0.9134,74.0,0.9591,"41.312651993, -72.915174008)"
Booker T. Washington Academy District,High Needs,Students With High Needs,400,0.9086,389.0,0.8478,331.0,0.9381,"41.312651993, -72.915174008)"
Stamford Charter School for Excellence District,,All Students,427,0.9308,383.0,0.9739,332.0,0.9622,"41.052968018, -73.547365979)"
Stamford Charter School for Excellence District,Students With Disabilities,Students With Disabilities,32,0.9246,27.0,0.9724,23.0,0.9518,"41.052968018, -73.547365979)"
Stamford Charter School for Excellence District,Free/Reduced Lunch,Free Meal Eligible,170,0.9289,192.0,0.9654,,,"41.052968018, -73.547365979)"
Stamford Charter School for Excellence District,Free/Reduced Lunch,Reduced Price Meal Eligible,40,0.9333,44.0,0.9722,,,"41.052968018, -73.547365979)"
Stamford Charter School for Excellence District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,210,0.9297,236.0,0.9667,155.0,0.9641,"41.052968018, -73.547365979)"
Stamford Charter School for Excellence District,English Learners,English Learners,50,0.9501,46.0,0.972,45.0,0.9748,"41.052968018, -73.547365979)"
Stamford Charter School for Excellence District,Race/Ethnicity,All other races,131,0.9223,118.0,0.9859,93.0,0.9618,"41.052968018, -73.547365979)"
Stamford Charter School for Excellence District,Race/Ethnicity,Black or African American,193,0.9386,177.0,0.9705,155.0,0.9627,"41.052968018, -73.547365979)"
Stamford Charter School for Excellence District,High Needs,Students Without High Needs,193,0.9298,139.0,0.986,159.0,0.9599,"41.052968018, -73.547365979)"
Stamford Charter School for Excellence District,High Needs,Students With High Needs,232,0.9315,243.0,0.9672,173.0,0.9642,"41.052968018, -73.547365979)"
Capital Preparatory Harbor School District,,All Students,731,0.9102,742.0,0.9399,704.0,0.9632,"41.175150015, -73.188496974)"
Capital Preparatory Harbor School District,Students With Disabilities,Students With Disabilities,76,0.9061,69.0,0.931,71.0,0.9535,"41.175150015, -73.188496974)"
Capital Preparatory Harbor School District,Free/Reduced Lunch,Free Meal Eligible,393,0.9067,415.0,0.9298,488.0,0.958,"41.175150015, -73.188496974)"
Capital Preparatory Harbor School District,Free/Reduced Lunch,Reduced Price Meal Eligible,67,0.9209,68.0,0.9505,53.0,0.9814,"41.175150015, -73.188496974)"
Capital Preparatory Harbor School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,460,0.9088,483.0,0.9327,541.0,0.9603,"41.175150015, -73.188496974)"
Capital Preparatory Harbor School District,English Learners,English Learners,54,0.9222,45.0,0.9524,49.0,0.9733,"41.175150015, -73.188496974)"
Capital Preparatory Harbor School District,Race/Ethnicity,Black or African American,490,0.9119,516.0,0.9399,498.0,0.9645,"41.175150015, -73.188496974)"
Capital Preparatory Harbor School District,Race/Ethnicity,Hispanic/Latino of any race,234,0.9073,213.0,0.9394,200.0,0.9606,"41.175150015, -73.188496974)"
Capital Preparatory Harbor School District,High Needs,Students Without High Needs,224,0.9126,227.0,0.9558,148.0,0.9729,"41.175150015, -73.188496974)"
Capital Preparatory Harbor School District,High Needs,Students With High Needs,504,0.9092,513.0,0.9328,556.0,0.9607,"41.175150015, -73.188496974)"
Unified School District #1,,All Students,140,0.9564,148.0,0.9482,150.0,0.9488,"41.319107686, -72.235159888)"
Unified School District #1,Students With Disabilities,Students With Disabilities,85,0.9529,,,,,"41.319107686, -72.235159888)"
Unified School District #1,Free/Reduced Lunch,Free Meal Eligible,102,0.9536,94.0,0.9521,150.0,0.9488,"41.319107686, -72.235159888)"
Unified School District #1,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,104,0.9541,95.0,0.9524,150.0,0.9488,"41.319107686, -72.235159888)"
Unified School District #1,Race/Ethnicity,Black or African American,71,0.9583,79.0,0.9513,83.0,0.9481,"41.319107686, -72.235159888)"
Unified School District #1,Race/Ethnicity,Hispanic/Latino of any race,58,0.9563,44.0,0.9374,51.0,0.9437,"41.319107686, -72.235159888)"
Unified School District #2,,All Students,78,0.9202,62.0,0.9602,76.0,0.9564,"41.931805998, -72.613236985)"
Unified School District #2,Free/Reduced Lunch,Free Meal Eligible,56,0.9251,,,76.0,0.9564,"41.931805998, -72.613236985)"
Unified School District #2,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,59,0.9268,,,76.0,0.9564,"41.931805998, -72.613236985)"
Unified School District #2,Race/Ethnicity,Black or African American,20,0.9156,,,,,"41.931805998, -72.613236985)"
Unified School District #2,Race/Ethnicity,White,33,0.9155,26.0,0.9457,29.0,0.9237,"41.931805998, -72.613236985)"
Connecticut Technical Education and Career System,,All Students,11138,0.8985,11090.0,0.9321,10808.0,0.948,"41.529396987, -72.675388964)"
Connecticut Technical Education and Career System,Homelessness,Students Experiencing Homelessness,27,0.7152,20.0,0.8211,56.0,0.8882,"41.529396987, -72.675388964)"
Connecticut Technical Education and Career System,Students With Disabilities,Students With Disabilities,1672,0.8921,1428.0,0.9287,1196.0,0.9459,"41.529396987, -72.675388964)"
Connecticut Technical Education and Career System,Free/Reduced Lunch,Free Meal Eligible,4181,0.8932,5259.0,0.9126,5207.0,0.9407,"41.529396987, -72.675388964)"
Connecticut Technical Education and Career System,Free/Reduced Lunch,Reduced Price Meal Eligible,838,0.9006,869.0,0.944,869.0,0.9537,"41.529396987, -72.675388964)"
Connecticut Technical Education and Career System,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,5019,0.8944,6128.0,0.917,6076.0,0.9426,"41.529396987, -72.675388964)"
Connecticut Technical Education and Career System,English Learners,English Learners,487,0.884,451.0,0.9021,470.0,0.9489,"41.529396987, -72.675388964)"
Connecticut Technical Education and Career System,Race/Ethnicity,All other races,703,0.8954,624.0,0.9307,621.0,0.9466,"41.529396987, -72.675388964)"
Connecticut Technical Education and Career System,Race/Ethnicity,Black or African American,1308,0.8906,1298.0,0.9192,1267.0,0.9494,"41.529396987, -72.675388964)"
Connecticut Technical Education and Career System,Race/Ethnicity,Hispanic/Latino of any race,4674,0.8928,4551.0,0.9246,4383.0,0.947,"41.529396987, -72.675388964)"
Connecticut Technical Education and Career System,Race/Ethnicity,White,4453,0.9074,4617.0,0.9432,4537.0,0.9489,"41.529396987, -72.675388964)"
Connecticut Technical Education and Career System,High Needs,Students Without High Needs,5001,0.9038,4150.0,0.9518,4056.0,0.9553,"41.529396987, -72.675388964)"
Connecticut Technical Education and Career System,High Needs,Students With High Needs,6130,0.8943,6934.0,0.9202,6752.0,0.9437,"41.529396987, -72.675388964)"
Norwich Free Academy District,,All Students,2068,0.894,2079.0,0.9,2257.0,0.9319,"41.537030009, -72.082251968)"
Norwich Free Academy District,Students With Disabilities,Students With Disabilities,256,0.869,245.0,0.8339,242.0,0.906,"41.537030009, -72.082251968)"
Norwich Free Academy District,Free/Reduced Lunch,Free Meal Eligible,846,0.8664,782.0,0.8547,966.0,0.9127,"41.537030009, -72.082251968)"
Norwich Free Academy District,Free/Reduced Lunch,Reduced Price Meal Eligible,188,0.9115,150.0,0.9038,198.0,0.9461,"41.537030009, -72.082251968)"
Norwich Free Academy District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,1034,0.8746,932.0,0.8626,1164.0,0.9185,"41.537030009, -72.082251968)"
Norwich Free Academy District,English Learners,English Learners,196,0.858,183.0,0.8183,223.0,0.9214,"41.537030009, -72.082251968)"
Norwich Free Academy District,Race/Ethnicity,All other races,267,0.9055,285.0,0.9221,355.0,0.932,"41.537030009, -72.082251968)"
Norwich Free Academy District,Race/Ethnicity,Black or African American,298,0.8909,288.0,0.8904,336.0,0.9343,"41.537030009, -72.082251968)"
Norwich Free Academy District,Race/Ethnicity,Hispanic/Latino of any race,494,0.8622,458.0,0.8359,390.0,0.9119,"41.537030009, -72.082251968)"
Norwich Free Academy District,Race/Ethnicity,White,1009,0.907,1048.0,0.9241,1176.0,0.9376,"41.537030009, -72.082251968)"
Norwich Free Academy District,High Needs,Students Without High Needs,858,0.9209,994.0,0.9401,991.0,0.9475,"41.537030009, -72.082251968)"
Norwich Free Academy District,High Needs,Students With High Needs,1156,0.8742,1062.0,0.8628,1266.0,0.9195,"41.537030009, -72.082251968)"
The Gilbert School District,,All Students,421,0.8901,445.0,0.9458,470.0,0.9394,"41.929696091, -73.071525127)"
The Gilbert School District,Students With Disabilities,Students With Disabilities,65,0.867,71.0,0.9213,73.0,0.9208,"41.929696091, -73.071525127)"
The Gilbert School District,Free/Reduced Lunch,Free Meal Eligible,154,0.8646,166.0,0.9253,147.0,0.922,"41.929696091, -73.071525127)"
The Gilbert School District,Free/Reduced Lunch,Reduced Price Meal Eligible,44,0.8772,39.0,0.9271,49.0,0.933,"41.929696091, -73.071525127)"
The Gilbert School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,198,0.8674,205.0,0.9256,196.0,0.9248,"41.929696091, -73.071525127)"
